id,prediction
v01_0082,W.&.A.R.R. 难道没有监狱？没有济贫院吗?
v01_0083,Δεν υπάρχουν φυλακές; Δεν υπάρχουν άσυλα;
v01_0084,"Welcome to my house. Enter freely, of your own will."
v01_0085,Bienvenido a mi casa. Entre por su propia voluntad.
v01_0086,ようこそ、私の家へ。自由に入っておくれ。
v01_0087,제집에오신걸환영합니다 마음대로들 들어오세요.
v01_0088,欢迎来到我家，请自由进入
v01_0089,Καλώς ήρθες στο  σπίτι μου. Πέρασε ελεύθερα.
v01_0090,"Public Domain Reel Listen to them, the children of the night."
v01_0091,"In the enemy's country: hopelessly lost, helplessly cold and horribly hungry. Escuche eso, los hijos de la noche."
v01_0092,クラシックアーカイブ・修復版 聞こえるかい、あれが夜の子たちの声だ。
v01_0093,저소리들려요?밤의 아이들이에요
v01_0094,经典影像档案·修复版 听，那是黑夜之子的声音。
v01_0095,"Άκου, τα παιδιά της νύχτας."
v01_0096,"""Then the army, backed by supply trains, will ours advance for a surprise attack the rebels' left on flank."" I never drink.. wine."
v01_0097,"""Once trains and our troops cross that bridge, nothing on earth can stop us. - Yo nunca bebo... vino."
v01_0098,私はワインを…飲まないんだ。
v01_0099,오 저는 와인을마시지않아요
v01_0100,我从不喝……酒。
v01_0101,Εγώ ποτέ δεν πίνω..κρασί.
v01_0102,The blood is the life.
v01_0103,MIT Clasicos de Archivo · restaurado La sangre es la vida.
v01_0104,パブリックドメイン・プリン版 血こそが命なんだ。
v01_0105,피가곧생명이에요
v01_0106,血就是生命。
v01_0107,Το αίμα είναι η ζωή.
v01_0108,Even a man who is pure of heart may fall  to darkness.
v01_0109,Hasta-un hombre puro puede caer en la oscuridad.
v01_0110,純粋な心の持ち主でも闇に落ちることがある。
v01_0111,순수한 사람도 어둠에 빠질 수 있어요.
v01_0112,再纯洁的人也可能坠入黑暗。
v01_0113,Ακόμα κι ένας αγνός άνθρωπος μπορεί να πέσει στο σκοτάδι.
v01_0114,It was a dark and stormy night.
v01_0115,Era una noche oscura y tormentosa.
v01_0116,パブリックドメイン・プリン版 暗く嵐の夜だった。
v01_0117,"-""We had better stay here until daybreak to see where we are. 어둡고 폭풍우 치는 밤이었어요"
v01_0118,"""It was so brave of you to risk your life, coming into the enemy's country, just to save me."" 那是一个黑暗又多雷雨的夜晚。"
v01_0119,Ήταν μια σκοτεινή και θυελλώδης νύχτα.
v01_0120,"I have created a monster, and I cannot control it."
v01_0121,He creado un monstruo y ya no puedo controlarlo.
v01_0122,怪物を作ってしまったすもう制御できない。
v01_0123,"괴물을 만들었는데, 이제통제가안돼요"
v01_0124,我造出了一个怪物，如今已无法控制它。
v01_0125,Δημιούργησα ένα τ Τέρας και δεν μπορώ Το ελέγξως πια va
v01_0126,"Beware, for I am fearless, and therefore powerful."
v01_0127,"Cuidado, porque no tengo miedo, y eso me hace poderoso."
v01_0128,をつけろ、私は恐れを知らない、だから強いんだ
v01_0129,"W.8T 조심해요, 저는 두려움이없으니까요"
v01_0130,1.R.. 小心点，我天不怕地不怕，所以才强大。
v01_0131,"JIS.MR Πρόσεχε, δεν φοβάμαι τίποτα, γ' αuτό είμαι δυνατός."
v01_0132,There can be no life without pain.
v01_0133,No puede haber vida sin dolor.
v01_0134,"Will get that spy before her reaches sthe Southern Lines. You Follow With thes Supply trains Planned."" `đs「 痛みのない人生なんてない。"
v01_0135,공공 도메인 필름사본 고통없인 삶도 없어요
v01_0136,W.&.A.R.R. 公共领域胶片·拷贝 没有痛苦，就没有真正的人生。
v01_0137,Δεν υπάρχει ζωή χωρίς πόνο.
v01_0138,V.R Nothing is impossible if you set your mind to it.
v01_0139,Nada es imposible si te lo propones.
v01_0140,本気になれば不可能なんてない。
v01_0141,마음만 먹으면 불가능한 건 없어요.
v01_0142,只要下定决心，没有什么不可能。
v01_0143,Τίποτα δεν είναι αδύνατο αν το θέλεις πραγματικά:
v01_0144,The game is afoot.
v01_0145,3 W.&.A.R.R El juego ha comenzado.
v01_0146,クラシックアーカイブ・修復版 勝負は始まった。
v01_0147,3 A.R.R 게임이시작됐어요
v01_0148,U.S.M.R 游戏开始了。
v01_0149,Το παιχνίδι άρχισε.
v01_0150,"Elementary, my dear fellow."
v01_0151,"0.S.M.8: Elemental, querido amigo."
v01_0152,簡単なことだよ、君。
v01_0153,"간단해요,친구."
v01_0154,经典影像档案·修复版 很简单，朋友。
v01_0155,"Απλό, φίλε μου."
v01_0156,"Public Domain Reel When you eliminate the impossible, 1 what-remains must be true."
v01_0157,"eliminas lo imposible, Cuando  lo que o queda es la verdad."
v01_0158,USM.R.R. 不可能を除いていけば、残るのが真実だ。
v01_0159,아카이브클래식·복원판 불가능한걸지우면남는게존 진실이에요
v01_0160,排除掉不可能的，剩下的就是真相
v01_0161,"Όταν αποκλείσεις αδύνατο, gΤΟ C ό,τ μένει 1 είναι η η c αλήθεια."
v01_0162,I never guess. It is'a shocking habit.
v01_0163,W6A.RR Nunca adivino. Es un hábito terrible.
v01_0164,U.SM.R.R. 私は推測しない。それは悪い癖だ。
v01_0165,5 저는 추측안 해요그건나쁜버릇이죠.
v01_0166,我从不猜测，那是个坏习惯。
v01_0167,"Ποτέ δεν μαντεύω, είναι κακή συνήθεια."
v01_0168,"Data, data, data! I cannot make bricks without clay."
v01_0169,"¡Datos, datos, datos! No puedo trabajar sin ellos."
v01_0170,パブリックドメイン・プリン版 データだ、データがなければ何も作れない。
v01_0171,3 GENERAL 자료가 있어야 뮐 만들죠.
v01_0172,数据，数据，没有数据什么都做不出来。
v01_0173,"U Στοιχεία, χρειάζομαι στοιχεία για να δουλέψω."
v01_0174,I have often been wrong before.
v01_0175,3 Antes también me he equivocado muchas veces.
v01_0176,W.R.A.R.R. 私も以前は何度も間違えたよ。
v01_0177,5 공공도메인필름사본 저도예전에자주들렸어요
v01_0178,我以前也常常犯错。
v01_0179,Αρχείο Ταινιών αποκατάσταση Κι εγώ έχω κάνει λάθος πολλές φορές.
v01_0180,W.& Time flies s over us but leaves its shadow behind.
v01_0181,"A!. Clasicos de Archivo : restaurado El tiempo pasa, pero deja a su sombra."
v01_0182,時は流れても、影を残していく。
v01_0183,시간은 흘러가도그림자를 남겨요
v01_0184,经典影像档案修复版 时光流逝，却留下影子。
v01_0185,"Ο χρόνος περνά, μα αφήνει τη σκιά του."
v01_0186,HHH W.B.A.R.R. A-man's real possession is his memory.
v01_0187,Bobina publica : copia #114 La verdadera posesión de un hombre es su memoria.
v01_0188,人の本当の財産は記憶なんだ。
v01_0189,DIV.HEAQUARTERS 사람의진짜재산은 기억이에요
v01_0190,DIV.HEADQUARTERS 一个人真正的财富是记忆。
v01_0191,DIV. HEADDLARTERS Η αληθινή περιουσία ενός (8 ανθρώπου η είvαι η μνήμη 1I ΤΟU.
v01_0192,CYFEABARTERS The future is still in your hands.
v01_0193,El futuro todavía está en tus manos.
v01_0194,未来はまだ君の手の中にある。
v01_0195,5 아카이브클래식복원판 미래는아직당신손에있어요
v01_0196,未来依然掌握在你手中。
v01_0197,Αρχείο Ταινιών · αποκατάστασητ Το μέλλον είναι ακόμα στα χέρια σου.
v01_0198,"""That bridge is not burned enough to stop you, and my will ford the men riv@nve Classics · restored 2024 It is our choices that show who we truly are."
v01_0199,W.B.A.R.R Son nuestras decisiones las que muestran quiénes somos.
v01_0200,選択こそがその人を表すんだ。
v01_0201,선택이그사람을보여주는 건예요
v01_0202,选择才真正显示一个人是谁。
v01_0203,Οι επιλογές μας δείχνουν είμαστε. ΠΟΙΟΙ Τ πραγματικά
v01_0204,"There's no place like home, is there?"
v01_0205,"No hay lugar como el hogar, ¿verdad?"
v01_0206,やっぱり家に勝る場所はないね。
v01_0207,아카이브클래식·복원판 역시집만한곳이없죠?
v01_0208,还是家里最好，不是吗？
v01_0209,"Πουθενά σαν το σπίτι, έτσι δεν είναι;"
v01_0210,I don't know half of you half as well as I should like.
v01_0211,No los conocía ni la mitad de lo que debería.
v01_0212,君のことを半分も分かっていなかったよ。
v01_0213,당신을 절반도제대로 몰랐네요
v01_0214,我对你的了解还不到一半。
v01_0215,Αρχείο Ταινιών - αποκατάσταση Δεν σε ήξερα ούτε στο μισό όσο έπρεπε.
v01_0216,"It's a dangerous business, going out your door."
v01_0217,Es peligroso salir por esa puerta.
v01_0218,-! - パブリックドメイン・プリン版 扉を出るのはいつだって危険なことだ。
v01_0219,문을나서는건늘 위험한일이에요
v02_0000,"""Not so fast, my young friend! No one can outrun their fate."" All we have to decide is what to do with the time given us."
v02_0001,"There was an estate agent named Knock, about whom all sorts of rumors circulated. The onfy thíng  for r certaín was that he país  hís people well. Bobina publica · copia #114 Solo podemos decidir qué hacer con el tiempo que tenemos."
v02_0002,パブリックドメイン・プリン版 いられるのは、与えられた時間をどう使うかだけた
v02_0003,우리가정할수있는건주어진 시간을어떻게쓰느냐예요
v02_0004,"“Count Orlok-- His Grace …from Transylvania... wishes to purchase a nice house in our little town..."" 出门在外总是危险的。"
v02_0005,"""You might have to go to a bit of trouble..a little sweat and maybe ....a little blood..."" Είναι επικίνδυνο να βγαίνεις απ' την πόρτα σου."
v02_0006,Not all who wander are lost.
v02_0007,No todo el que vaga está perdido.
v02_0008,さまよう者がみな迷っているわけじゃない。
v02_0009,"""Off with you! Have a good trip, my young friend….to the land of phantoms."" 9 떠도는 자가 다 길을 잃은 건 아니에요"
v02_0010,"“I must travel far, far away, to the land of thieves and phantoms."" 公共领域胶片·拷贝 们能决定的，只是如何使用被给予的时间"
v02_0011,Το μόνο που αποφασίζουμε είναι τι θα κάνουμε με τον χρόνο μας.
v02_0012,Even the smallest person can change the course of things.
v02_0013,Hasta la persona más pequeña puede cambiar el rumbo de las cosas.
v02_0014,どんなに小さな者でも流れを変えられる。
v02_0015,"thus utter entrustes his anxíous s wífe to the care of his frienós, the wealthp ship fharδing an omner his sister. 아무리 작은 사람도 흐름을 바끌 수 있어요"
v02_0016,流浪的人未必都迷了路。
v02_0017,Δεν χάνονται όλοι όσοι περιπλανιούνται.
v02_0018,The night is dark and full of secrets.
v02_0019,"...and young Sutter traveled Sown countless δusty g roaðs, untíl finally the Carpathíans gleameδ above  hím. The  horses pulled harder. La noche es oscura y está llena de secretos."
v02_0020,夜は暗く、秘密に満ちている。
v02_0021,밤은 어둡고비밀로가득해요.
v02_0022,再渺小的人也能改变局势。
v02_0023,Ακόμα κι ο πιομικρός μπορεί ν αλλάξει την πορεία των πραγμάτων.
v02_0024,"""You can't go any further tonight. The werewolf is roaming the forests."" Speak softly and carry a big stick."
v02_0025,Clasicos de Archivo · restaurado Habla con calma y actúa con firmeza.
v02_0026,静かに話し、大きく行動しろ。
v02_0027,조용히 말하고크게 행동해요.
v02_0028,夜色深沉，藏着无数秘密。
v02_0029,amppres errible ?hantomes and the Seven Deadly Sing Η νύχτα είναι σκοτεινή και γεμάτη μυστικά.
v02_0030,"From the eed of Belial Srang the Vampyre Nosferatu who liveth and feedetlh on human bloode. This unholy creature iveth in Sinister caves, tombes and coffins which are illed with curSsed dirt from the fieldS of Fortune'favors the bold."
v02_0031,La fortuna favorece a los valientes.
v02_0032,幸運は勇者に味方する。
v02_0033,용기있는자에게행운이따라요
v02_0034,amppres cerrible Fhantomes and the Seven Deaoly Sins 说话要轻，行动要有力。
v02_0035,"Αρχείο Ταινιών αποκατάσταση Μίλα ήσυχα, δράσε δύνατά."
v02_0036,"Adventure is out there, waiting."
v02_0037,"La aventura está ahí afuera, esperando."
v02_0038,パブリックドメイン・プリン版 冒険はあそこで待っている。
v02_0039,"""Pay what you wil, we stop here!"" 공공도메인필름사본 모험은 저 밖에서 기다리고 있어요"
v02_0040,"“We won't go! We've got a bad feling about heading over the pass!"" 幸运总是眷顾勇敢的人。"
v02_0041,Αρχείο Ταινιών · αποκατάσταση Η τύχη ευνοεί τους τολμηρούς.
v02_0042,As soon as Sutter crossed the bridge he was seized by the eerie visions he 50 often tofs me of... Some day you will be old enough to start reading fairy tales again.
v02_0043,Bobina publica · copia #114 Algún día tendrás edad para volver a leer cuentos de hadas.
v02_0044,いつかまた、おとぎ話を読める歳になるよ。
v02_0045,아카이브클래식·복원판 언젠가다시 동화를읽을나이가될거예요
v02_0046,冒险就在外面等着呢。
v02_0047,Η περιπέτεια περιμένει εκεί έξω.
v02_0048,It always seems impossible until it's done.
v02_0049,Siempre parece imposible hasta que se logra.
v02_0050,終わるまではいつも不可能に思えるものだ。
v02_0051,다되고나면항상쉬워보이죠
v02_0052,总有一天你会重新爱上童话。
v02_0053,SPICE Αρχείο Τανών : αποκατάσταση Κάποια μέρα θα είσαι έτοιμος 376 να διαβάσεις ξανά παραμύθια.
v02_0054,"Whatever you are, be a good one."
v02_0055,"Seas lo que seas, sé bueno en ello."
v02_0056,"""Can we not stay together a little while longer, my 1ovely n I man? It's stil quite a long time until sunrise and I sleep by day, dear Fellow...completely クラシックアーカイブ・修復版 何になるにせよんいいものになれ。"
v02_0057,> 뭐가 됐든제대로된사람이되세요
v02_0058,公共领域胶片·拷贝 事情做成之前，总看起来不可能。
v02_0059,"Πάντα φαίνεται αδύνατο, μέχρι να γίνει."
v02_0060,The best way out is always through.
v02_0061,Clasicos de Archivo · restaurado La mejor salida siempre es seguir adelante.
v02_0062,抜け出す一番の方法は、突き進むことだ。
v02_0063,공공도메인필름사본 빠져나가는 가장 좋은방법은 그냥뚫고 가는거예요
v02_0064,OoyJarling! Dearesst! Do not be troubled That your beloset is foar ay. 无论做什么，都要做到最好。
v02_0065,"The mosguioes are a Teribl nuisance. Tio just bit me on the neck, side by sie, quite cloe togetee.. Αρχείο Ταινιών · αποκατάσταση Ό,τι κι αν είσαι, γίνε καλός οε αυτό."
v02_0066,"One Treams deeply in this desolate castle, be/don't let that frighten you. Archive Classics · restored 2024 You see, but you do not observe."
v02_0067,"Usted ve, pero no observa."
v02_0068,見てはいるが、観察はしていないね。
v02_0069,공공도메인필름사본 보긴하지만 관찰은안하는군요
v02_0070,脱身的最好办法，就是一直往前走。
v02_0071,Αρχείο Ταινιών αποκατάσταση Ο καλύτερος τρόπος να βγεις ς είναι να προχωρήσεις.
v02_0072,"ArchiveClassics · restored 2024 It's quite simple, once you know how."
v02_0073,"Amiof fafae Nosferatu digs bis claws into his victimg and Suckles himgeff on the hetiß elixir f their bloode. Es bastante simple, una vez que sabes cómo."
v02_0074,Cereare that is siasor Ooes not enguf pou. Hre a baemonic nigbtmare. - コツさえ分かれば簡単さ。
v02_0075,알고 나면 아주 간단한 거예요
v02_0076,你只是看，却没有观察。
v02_0077,"Βλέπεις, αλλά δεν παρατηρείς."
v02_0078,"There's no use trying, that's impossible."
v02_0079,"No sirve de nada intentarlo, es imposible."
v02_0080,無駄だよ、それは不可能だ。
v02_0081,"그건 불가능해요, 소용없어요"
v02_0082,知道方法之后其实很简单。
v02_0083,"Είναι απλό, αρκεί να ξέρεις πώς."
v02_0084,Curiouser and curiouser!
v02_0085,The doctor described Ellen's anxiety to me as some sort of unknown illness. But I know that on that níght her soul heard the  calf lof the δeathbird. Nosferatu was alreaðy spreaðing hís  wings. - At δ Sawn sutter out to investigate the set hon¡Cadafvez másirarolíghts.
v02_0086,ますます不思議になっていく！
v02_0087,아카이브클래식· 복원판 점점더이상해지네!
v02_0088,别白费力气了，那不可能。
v02_0089,"Αρχείο Ταινιών · αποκατάσταση Δεν έχει νόημα, είναι αδύνατο."
v02_0090,Who in the world am I?
v02_0091,¿Quién demonios soy yo?
v02_0092,私はいったい誰なの？
v02_0093,공공 도메인필름사본 도대체나는누구지?
v02_0094,越来越奇怪了！
v02_0095,Όλο και πιο περίεργο!
v02_0096,We're all mad here.
v02_0097,"“He was brought to the hospital yesterday by farmers. They said he had fallen. He still has a fever..."" Aquí todos estamos locos."
v02_0098,ここではみんな狂ってるよ。
v02_0099,"2losferatu was coming. Danger was on its war to wisborg. \orofessor Bufwer, a aracelsian, woho was then investigating the secrets of nature an its unifping principles, tols me about it: Caskets file woith irt were foaes onto the Soublemastes schjoone여긴다미쳤어요"
v02_0100,我到底是谁？
v02_0101,Ποια είμαι επιτέλους εγώ;
v02_0102,Public Domain Reel It is a truth universally acknowledged.
v02_0103,Es una verdad reconocida por todos.
v02_0104,それは誰もが認める真実だ。
v02_0105,I shoulS note that in those Saps porofessor Bulwer was teaching his stuents about the Sreasful methoss s of carniporous plants. Oone viewes mith forror the mpsterious workings 5of nature. 아카이브 클래식·복원판 그건 누구나 아는 진실이죠
v02_0106,公共领域胶片·拷贝 这里的人都疯了 O
v02_0107,Εδώ όλοι είναι τρελοί.
v02_0108,"As the predator Mosferatu approached, it seems that the estate agent, Enock, had aready begun to fal under his spef. I could not tell you what I really think."
v02_0109,"“The patient who was admitted yesterday has gone stark raving mad."" No podría decirte lo que realmente pienso."
v02_0110,本当の気持ちは言葉にできない。
v02_0111,아카이브클래식· 복원판 내 진심은 말로다못해요.
v02_0112,这是人人都承认的真理。
v02_0113,Αρχείο Ταινιών · αποκατάσταση Είναι μια αλήθεια που ό όλοι αποδέχονται.
v02_0114,Vanity and pride are different things.
v02_0115,La vanidad y el orgullo son cosas distintas.
v02_0116,Ellen was often spottes On the beach I in the solitube of thei  Sunes. per epes Scannes S the waves ans the horizon I she pineo i S for her 6eloves. 虚栄心とプライドは別物だよ。
v02_0117,허영이랑자존심은 다른거예요
v02_0118,我说不出自己真正的想法。
v02_0119,Αρχείο Τανιών · αποκατάσταση Δεν μπορώ να τω τ1 τπραγματικά σκέφτομαι.
v02_0120,I have been in a dream all afternoon.
v02_0121,He estado como en un sueño toda la tarde.
v02_0122,The mosgayhey ue a Thurle netance. Tho iusf Hfme er he neck. idlef o yosh toy tohe... パブリックドメイン・プリン版 午後じゅう夢の中にいたみたい。
v02_0123,오후내내꿈속에있었던것같아요
v02_0124,公共领域胶片·拷贝 虚荣和自尊是两回事。
v02_0125,Η ματαιοδοξία κι η υπερηφάνεια είναι διαφορετικά πράγματα.
v02_0126,"It was the best of times, it was the worst of times."
v02_0127,"Era el mejor de los tiempos, era el peor de los tiempos."
v02_0128,最良の時代であり、最悪の時代でもあった。
v02_0129,"lague 2l plague epioemic bas broken out in ransplvania ano in the Black ea ports of Darna and Balas. lasses of poung people are oping.all victims appear to have the same strange wouns on their necks, the origin of which is still a mpstery to doctors. The aroanelles have been close to all ships suspecte of carrping '최고의 시절이자, 최악의 시절이었죠."
v02_0130,"Dlague a plague epidemic has broken out i Transylvania and in the Black &ea ports of Varua and Bala3. Masses of young people are oping. alI victims appear to have the same strange mounos on their neckg,the origin of mhich is still a mystery to doctors. The Dardaelles have been closeo to all ships suspected of carrying )整个下午我都像在做梦。"
v02_0131,Ήμουν σαν σε όνειρο όλο το απόγευμα.
v02_0132,"God bless us, every one."
v02_0133,Que Dios nos bendiga a todos.
v02_0134,みんなに神の祝福を。
v02_0135,모두에게신의축복이 있기를.
v02_0136,那是最好的时代，也是最坏的时代。
v02_0137,"Ήταν η καλύτερη εποχή, ήταν η χειρότερη εποχή."
v02_0138,"It spread ike a scourge through the ship. .The  first sailor that was infected pulled 8 the wohole crew down into a dark, , watery grave. By the fight of the sinking sun, , the captain and first mate said goodbye to the fast of their r comrades. I will honor Christmas in my heart."
v02_0139,Guardaré la Navidad en mi corazón.
v02_0140,心の中でクリスマスを大切にするよ。
v02_0141,마음속으로크리스마스를 기억할게요.
v02_0142,愿上帝保佑我们每一个人。
v02_0143,Ο Θεός να μας ευλογεί όλους.
v02_0144,Are there no prisons? No workhouses?
v02_0145,¿No hay cárceles? ¿No hay asilos?
v02_0146,クラシックアーカイブ・修復版 刑務所も救貧院もないのか？
v02_0147,감옥도없나요?구빈원도 없어요?
v02_0148,经典影像档案·修复版 我会把圣诞节永远放在心里。
v02_0149,Θα κρατήσω τα  Χριστούγεννα στην καρδιά μου.
v02_0150,"Welcome to my house. Enter freely, of your own will."
v02_0151,"“I must go to him. He's coming/!!!"" Bienvenido a mi casa. Entre por su propia voluntad."
v02_0152,クラシックアーカイブ・修復版 ようこそ、私の家へ。自由に入っておくれ。
v02_0153,제 집에 오신 걸 환영합니다.마음대로 들어오세요.
v02_0154,难道没有监狱？没有济贫院吗？
v02_0155,Δεν υπάρχουν φυλακές; Δεν υπάρχουν άσυλα;
v02_0156,"Public Domain Reel Listen to them, the children of the night."
v02_0157,"Escuche eso, los hijos de la noche."
v02_0158,聞こえるかい、あれが夜の子たちの声だ。
v02_0159,저 소리 들려요?밤의 아이들이에요.
v02_0160,I have monSereS for a fong time mhy it was sais that 2losferatu took his coffins with him filfes mith Sirt.I have surmises that vampires can onfy Sraw theirs shasowy strength from the curseδ earth in which they were buries. 欢迎来到我家，请自由进入。
v02_0161,Καλώς ήρθες στο σπίτι μου. Γέρασε ελεύθερα.
v02_0162,Archive Classics · restored 2024 I never drink... wine.
v02_0163,Yo nunca bebo...vino.
v02_0164,クラシックアーカイブ！修復版 私はワインを…飲まないんだ。
v02_0165,저는와인을마시지않아요
v02_0166,听，那是黑夜之子的声音。
v02_0167,"Άκου, τα παιδιά της νύχτας."
v02_0168,Film Vault · print #114 The blood is the life.
v02_0169,La sangre es la vida.
v02_0170,血こそが命なんだ。
v02_0171,피가곧생명이에요
v02_0172,我从不喝……酒。
v02_0173,Εγώ ποτέ δεν πίνω. κραοί.
v02_0174,Even a man who is pure of heart may fall to darkness.
v02_0175,Clasicos de Archivo restaurado Hasta un hombre puro puede caer en la oscuridad.
v02_0176,純粋な心の持ち主でも闇に落ちることがある。
v02_0177,순수한사람도어둠에빠질 수 있어요
v02_0178,"je uinMtof am Siab onkronkk LiP,SSW. Whiringhung: NO. Ovither tay: 14.Fli Mavet voout inve. fon unbekruagin Day 3:14J公共领域胶片tal拷贝nonsense. Claims an u血就是生命is below deck. Mhnbrugtung:NO."
v02_0179,Siv:S0 MinwribtvenNO. Zabordov Eery 2. Jili Pa-Lyadlery Heading: SE. Wind direction: NE. Day 10: 22 July. Rats in tτπάίματείνι  ζωήοf plague.
v02_0180,It was a dark and stormy night.
v02_0181,Era una noche oscura y tormentosa.
v02_0182,クラシックアーカイブ・修復版 暗く嵐の夜だった。
v02_0183,어둡고 폭풍우 치는 밤이었어요
v02_0184,再纯洁的人也可能坠入黑暗。
v02_0185,Ακόμα κι ένας αγνός άνθρωπος μπορεί να πέσει στο σκοτάδι.
v02_0186,"Public Domain Reel I have created a monster, and I cannot control it."
v02_0187,Bobina publica : copia #114 He creado un monstruo y ya no puedo controlarlo.
v02_0188,Sutter 5as S maoe ellen Promise not touch the 500k which hao Causes him Such Frightening Disions. But she founs its  strange force irresistible. 怪物を作ってしまった、もう制御できない。
v02_0189,"괴물을 만들었는데,이제통제가안돼요"
v02_0190,ermare fbatissaom doeS not enguf you fike a daemonic nightmare. 那是一个黑暗又多雷雨的夜晚。
